"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"562",120.55,39.3,28.82,172.46,265.86,12.7,20.83,46.04,177.9,15.32,15.32,126.03,33.51,81.95,61.89,199.91,46.98,87.9,87.01,35.6,27.52,65.46,139.43,107.13,14.75,358.65,40.81,215.15,15.37,47.29,91.66,30.72
"563",120.39,38.92,29.21,170.37,265.75,12.75,21.39,46.12,182,16.61,16.61,127.01,33.17,82.85,62.08,201.25,47.03,87.33,87.75,35.89,27.48,65.29,140.25,108.11,14.84,360.88,40.38,219.6,15.59,47.9,91.53,31.23
"564",121.23,39.13,29.27,172.06,265.88,12.6,21.41,46.1,182.25,17.24,17.24,127.31,33.19,82.83,62.27,203.61,47.34,86.86,87.86,35.71,27.76,65.55,140.18,108.11,14.92,362.49,41.04,220.68,15.68,48,91.62,31.65
"565",122.26,38.7,29.1,172.25,265.72,12.45,21.25,46.13,182.51,17.05,17.05,127.82,33.25,81.6,61.47,203.6,48.25,89.62,87.41,35.43,27.81,65.09,139.86,108.54,14.71,363.88,41.22,220.65,15.7,48.65,91.95,31.21
"566",122.93,38.5,29.23,172.24,265.38,12.22,20.96,45.99,183.92,16.55,16.55,127.33,33.07,81.28,61.38,199.52,47.62,91.24,86.26,35.35,27.74,65.12,139.51,107.86,14.75,364.57,41.38,224.05,15.85,49.65,91.99,31.13
"567",122.86,38.59,29.81,174.22,264.24,12.26,20.89,46.39,185.01,16.61,16.61,127.82,33.45,81.39,61.01,202.46,48.07,92.21,86.39,35.57,28.06,65.5,141.18,108.74,14.78,363.07,41.39,224.55,15.85,49.37,92,31.18
"568",120.37,38.18,28.88,170.32,259.65,12.05,20.62,45.49,181.93,15.95,15.95,125.09,32.72,79.48,59.79,201.99,46.61,90.98,84.23,34.32,28,64.62,139.86,107.89,14.24,354,40.61,218.99,15.74,48.99,90.64,30.21
"569",122.11,38.23,29.04,168.38,255.95,11.98,20.54,45.39,181.54,15.65,15.65,124.78,33.29,77.84,59.59,201.97,47.38,91,86.24,35.62,27.84,65.5,139.97,107.72,14.41,350.56,40.66,223.21,15.91,48.53,89.3,30.03
"570",121.36,38.6,29.24,169.54,252.76,11.82,20.11,44.73,182.04,15.97,15.97,126.27,33.41,77.76,60.05,198.52,46.63,91.56,86.38,35.27,28,66.09,141.26,110.21,14.33,351.95,40.83,222.01,15.57,48.3,90.34,30.5
"571",122.52,38.72,29.21,174.1,250.17,12.17,20.68,44.86,184.35,16.35,16.35,127.07,33.92,78.57,59.68,198.48,46.65,91.16,86.55,35.8,27.84,67.7,141.36,112.79,14.33,350.18,41.14,224.79,15.69,48.75,90.2,30.47
"572",122.34,38.34,29.18,174.64,252.06,12.17,20.54,44.12,183.11,16.59,16.59,127.32,33.7,78.72,59.99,199.02,46.48,91.27,85.72,35.38,27.77,69.07,141.35,111.84,14.36,354.96,41.39,224.93,15.66,49.4,91.46,30.31
"573",120.64,39.08,28.96,170.45,251.72,12.03,20.37,43.74,182.55,16.28,16.28,126.5,34.29,78.53,59.75,196.33,45.17,90,86.53,35.49,27.89,69.15,140.26,112.17,14.1,357.36,41.51,224.36,15.53,49.3,90.59,30.06
"574",114.87,39.32,29.21,172.92,246.86,12.19,20.41,44,184.03,16.37,16.37,128.28,35.53,78.58,60.31,200.88,45.52,90.34,86.64,35.58,27.96,71.65,141.8,113.74,14.25,366.07,41.38,226.77,15.86,48.92,90.7,30.39
"575",112.58,39.42,28.6,172.37,243.76,11.96,20.13,43.06,184.07,15.69,15.69,127.64,35.17,78.12,59.99,201.6,44.75,90.84,86.96,35.59,27.76,70.78,140.95,115.51,13.82,364.01,41.08,227.37,15.48,49.16,90.46,30.1
"576",111.83,39.18,28.95,170.54,249.51,11.95,20.78,43.97,184.04,16.06,16.06,126.58,35.31,78.56,60.31,196.29,44.28,95.18,87.91,36.23,27.8,70.49,140.62,117.65,14.01,360.63,41.77,230.3,15.41,49.3,90.52,30.94
"577",112,38.92,29.24,174.61,256.78,12.03,21.01,44.06,186.09,16.3,16.3,127.03,35.13,78.93,61.15,199.12,44.23,93.16,89.43,35.92,27.88,73.06,142.68,115.7,14.22,361.01,42.58,231.38,15.48,50.4,89.92,32.14
"578",114.06,38.45,29.5,174.53,251.24,12.05,20.94,43.63,186.44,16.24,16.24,126.71,34.88,79.06,61.78,201.26,44.59,91.94,88.93,36.02,27.88,72.17,140.87,116.89,14.34,356.03,42.1,234.23,15.67,51,90.9,31.9
"579",113.39,39.64,29.77,175.9,258.23,11.97,21.01,43.45,187.39,16.49,16.49,126.02,34.72,81.13,60.89,199.91,44.24,92.51,88.24,36.03,27.96,72.89,142.96,116.67,14.33,355.84,42.05,234.72,15.72,51.6,93.18,31.68
"580",114.59,39.5,29.19,177.13,262.9,11.83,21.16,43.27,189.44,16.31,16.31,127.11,35.55,82.33,59.65,200.71,44.05,94.16,88.1,37,27.74,72.43,144.5,115.61,14.22,354.66,41.82,237.02,15.48,51.75,93.01,31.59
"581",114.47,39.5,29.32,176.82,264.2,11.78,21.96,43.02,193.32,16.08,16.08,126.7,35.37,82.46,59.98,202.21,44.82,94.08,87.45,37.34,27.55,73,145.93,120.59,14.23,356.31,42,239.7,15.61,51.92,94.2,31.85
"582",113.93,39.71,28.95,179.83,258.89,11.73,24.37,43.15,193,15.8,15.8,126.21,34.96,82.85,60.32,203.23,45.27,94.09,87.22,36.95,27.69,72.88,145.94,122.76,14.35,357.24,42.5,238.96,15.41,51.5,93.96,32.08
"583",113.72,39.88,28.75,181.41,252.71,11.73,25.49,44.21,193.02,16.47,16.47,128.08,35.09,83.28,59.97,202.49,44.93,96.4,87.81,37.15,27.99,73.63,147.18,123.02,14.48,353.98,42.5,239.84,15.57,51.53,95.94,32.1
"584",113.39,39.68,29.41,181.6,249.89,11.42,25.4,47.3,193.01,16.65,16.65,125.72,35.58,82.34,59.57,206.3,44.66,94.66,87.24,36.91,27.81,74.73,145.28,126.16,14.23,357.47,43.63,239.59,15.29,54.24,98.06,32.72
"585",113.1,37.88,28.92,180.29,240.46,11.06,24.9,46.71,189.88,16.03,16.03,123.01,34.28,80.01,58.22,199.17,42.79,94.01,85.97,36.15,27.45,72.08,142.59,123.71,14.34,354,42.5,236.56,15.05,53.41,97.27,33.85
"586",113.74,38.39,28.61,180.34,243.27,11.66,27.07,46.77,192.98,16.39,16.39,121.64,34.34,80.71,58.51,209.3,42.74,92.88,85.82,36.25,27.38,74.18,145.49,127.13,14.03,360.03,43.08,242.79,14.96,52.97,96.99,33.3
"587",114.36,38.33,28.26,180.23,237.97,11.4,26.92,47.44,189.12,15.27,15.27,120.68,35.31,79.86,56.94,210.86,42.46,92.98,84.65,36.59,26.73,73.1,143.45,124.67,13.17,357.07,41.91,239.21,14.67,52.48,95.14,32.72
"588",111.28,38.33,28.13,180.81,238.03,11.06,26.38,46.94,190.87,14.94,14.94,120.59,35.35,79.06,56.02,205.86,41.52,92.39,84.55,35.83,26.86,72.04,142.43,126.28,12.84,354.88,42.12,236.43,14.42,52.97,94.51,32.11
"589",111.63,38.76,28.33,176.12,237.33,10.91,27.02,47.44,186.77,14.97,14.97,119.99,35.79,79.84,55.59,204.61,42.91,90.25,85.44,35.48,26.85,69.67,143.98,127.07,13.6,354.58,42.35,240.86,14.67,51.77,93.45,32.19
"590",112.02,38.69,28.59,182.83,239.96,10.25,26.67,47.3,181.59,14.47,14.47,122.26,35.7,79.17,59.39,205.04,43.76,94.29,85.89,35.45,27.22,68.24,146.41,125.64,13.88,354.65,41.9,238.44,14.58,51.79,95.94,32.02
"591",111.41,38.64,27.98,182.49,240.54,10.11,26.19,47.3,184.93,14.7,14.7,120.97,35.9,78.36,57.68,207.95,43.44,92.62,85.86,36.19,27.14,70.34,147.74,125.79,13.63,352.33,42.49,238.51,14.49,53.5,95.51,32.1
"592",112.42,39.14,28.65,185.51,244.57,10.22,26.33,47.19,188.6,14.95,14.95,121.8,36.67,78.69,57,211.11,44.06,92.37,84.8,36.58,27.71,73.15,146.1,127.19,13.73,351.37,43.23,241.13,14.87,53.45,96.97,32.02
"593",112.97,39.11,28.83,185.03,239.83,10.13,25.72,47.17,189.52,15.21,15.21,123.08,36.9,80.11,58.5,210.32,42.83,92.84,86.02,37.28,28.06,74.99,147.63,127.85,13.61,350.31,43.64,248.59,14.95,53.35,95.63,32.2
"594",113.87,39.3,29.67,186.9,238.74,10.49,25.82,46.85,191.53,15.14,15.14,123.85,36.4,81.03,59.16,214.45,42.34,92.57,85.93,37.11,28.31,74.68,149.2,131.19,13.41,346.71,43.87,249.07,15.18,53.35,97.68,33.12
"595",108.74,39.66,29.86,186.38,241.6,10.32,25.89,46.15,191.7,15.67,15.67,123.86,37.22,80.98,59.64,218.64,42.88,93.03,83.94,36.45,28.2,74.32,148.9,133.81,13.25,343.9,43.87,254.38,15.06,53.6,97.7,33.53
"596",107,40.8,29.61,183.78,236.21,10.13,25.54,46.45,192.36,15.53,15.53,122.36,37.81,81.22,58.46,220.54,42.84,91.94,85.01,36.24,28.18,73.22,148.43,133.47,13.46,334.53,43.12,250.48,15.04,54.1,95.13,33.62
"597",107.29,40.22,28.61,184.75,240.1,10.2,25.64,46.45,192.87,15.29,15.29,121.94,37.91,81.41,58.56,216.55,42.75,92.02,85.1,36.49,28.02,72.67,148.26,135.01,13.78,331.25,43.54,252.34,14.86,54,95.2,33.82
"598",108.31,40.9,29.08,185.5,247.09,10.28,25.55,46.18,191.1,15.41,15.41,123.4,37.76,80.87,59.24,215.54,43.88,92.07,84.91,37.12,28.06,74.47,151.23,134.98,13.96,326.43,43.75,251.62,15.07,53.14,95.96,33.71
"599",106.31,39.85,28.82,183.4,243.47,10.12,24.63,45.49,190.27,15.3,15.3,120.95,37.5,79.61,58.71,217.28,42.36,92.56,83.89,36.16,27.92,73.18,147.53,134.8,13.3,318.22,43,250.75,14.73,53.85,95.45,32.93
"600",105.91,39.12,28.59,181.59,242.98,9.7,24.2,44.85,190.42,15.1,15.1,120.1,37.17,78.33,57.56,214.5,42.5,91.9,83.4,35.61,26.99,72.08,146.75,132.94,13.18,305.14,42.65,250.87,14.57,53.45,94.58,33.38
"601",106.27,39.44,28.14,178.53,242.58,8.86,22.83,45.08,192.47,14.78,14.78,119.35,36.72,78.88,59.74,219.44,41.79,91.93,84.44,36.11,27.06,70.83,147.84,133.32,13.16,287.1,42.02,252.54,14.31,52.38,92.06,33.12
"602",105.52,38.97,27.66,180.03,240.03,8.26,23.08,44.51,189.79,14.68,14.68,119.18,36.4,78.32,60.47,220.95,41.4,91.21,82.99,35.38,27.02,70.55,149.13,135.12,13.23,283.75,41.8,254.71,14.39,52.28,93.14,32.84
"603",107.17,39.18,27.61,184.62,236.78,8.24,22.68,44.26,187.01,14.76,14.76,120.23,37,79.22,58.33,217.22,41.65,91.07,81.76,35.06,27.4,71.04,150.3,134.25,13.11,285.14,42.1,251.24,14.68,51.99,94.77,32.75
"604",107.26,39,28,182.72,228.75,8.13,22.53,44.31,186.77,14.49,14.49,118.77,37.26,80.48,58.04,224.26,41.44,91.15,80.59,34.83,27.36,69.99,148.82,131.81,13.25,292.18,41.79,248.64,14.73,52.1,96.03,32.95
"605",106.28,39.07,27.85,183.63,226.15,8.03,22.17,43.92,188.98,13.86,13.86,117.53,36.23,78.98,57.74,220.74,41.31,90.83,79.08,34.11,27.15,69.5,145.87,129.73,13.1,293.18,40.98,243.83,14.77,52.12,94.27,32.71
"606",103.38,38.35,27.46,183.91,242.24,7.35,22.07,43.33,193.3,13.79,13.79,117.15,36.11,78.21,58.62,217.43,41.17,90.51,79.49,34.56,26.9,68.49,145.32,130.52,12.6,286.59,41.14,245.21,14.5,51.64,92.82,32.65
"607",102.14,38.01,26.19,181.69,242.2,6.35,21.76,41.82,186.12,13.3,13.3,115.7,35.31,77.67,58.37,215.14,40.22,89.06,77.03,34.17,26.67,68.17,142.64,127.4,11.95,280.59,40.36,240.14,14.28,51.44,91.77,32.04
"608",99.52,38.07,25.43,173.5,235.27,6.35,21.97,40.9,180.11,12.61,12.61,113.51,34.89,75.87,57.12,209.4,39.03,86.32,76.51,33.52,25.66,65.82,141.22,124.14,11.8,278.68,39.12,237.46,14.15,50.7,89.17,31.17
"609",99.9,37.71,25.68,180.07,234.89,6.71,21.76,41.23,188.46,13.26,13.26,115.04,35.92,77.39,57.63,215.5,39.38,87.14,78.71,34.11,25.39,67.9,144,128.51,11.95,285.07,39.69,241.93,14.3,49,90.07,31.27
"610",100.83,38.7,26.01,175.99,234.21,6.75,21.21,40.63,185.6,13.21,13.21,118.06,35.33,74.9,56.86,219,39.57,91.52,78.93,34.36,25.68,67.53,146.46,128,12.12,291.02,40.1,244.58,14.24,50.09,91.39,31.97
"611",101.38,40.12,26.95,176.98,242.64,6.76,22.34,42.4,188.25,13.85,13.85,120.93,35.74,74.83,57.84,219.99,41.19,90.93,80.72,35.14,25.99,71.79,147.68,134.02,12.84,293.16,42.33,245.34,14.77,49.89,94,32.87
"612",101.13,39.8,26.61,179.35,245.83,6.49,22.94,42.33,192.77,13.81,13.81,118.43,36.43,74.48,57.84,216.97,41.85,89.05,79.85,35.2,26.66,71.89,146.59,134.76,12.84,286.05,41.4,243.86,14.63,50.6,93.72,32.78
"613",102.45,40.13,26.12,176.16,238.42,6.62,22.28,42.92,199.88,13.57,13.57,120.5,36.85,74.24,56.94,225.12,42.45,87.86,80.41,35.35,26.76,76.1,149.35,140.38,13.13,291.11,43.08,243.8,14.49,51.29,95.55,33.39
"614",100.1,40.44,25.74,177.2,232.02,6.14,21.88,41.62,197.97,13.55,13.55,117.8,36.52,73.98,55.01,223.07,40.98,90.31,77.71,34.74,26.64,71.49,147.1,138.54,12.41,283.99,42.33,244.94,14.32,51.81,95.88,33.07
"615",99.33,40.08,25.36,179.12,238.26,5.96,21.96,41.59,196.23,14.33,14.33,118.68,37.65,73.5,55.01,231.57,41.06,91.04,77.15,34.3,26.64,73.67,146.92,138.35,12.67,282.78,42.61,245.16,14.35,51.59,95.76,32.89
"616",99.65,40.89,25.74,179.5,239.4,5.99,22.73,41.99,205.75,14.18,14.18,119.76,37.69,73.4,55.11,230.9,41.51,91.39,78.08,34.91,27.03,73.58,147.33,140.72,12.74,281.45,42.35,244.99,14.35,50.82,96.26,33.4
"617",97.54,40.87,25.66,180.54,232.36,5.96,21.78,41.96,209.95,14.02,14.02,117.04,37.75,72.54,55.06,223.89,40.47,89.32,77.62,34.51,26.76,72.07,143.77,140.59,12.52,280,42.3,246.45,14.17,51.6,95.16,33.03
"618",96.37,40.66,25.69,181.93,232.63,6.07,21.89,41.49,209.99,14.07,14.07,115.8,38.04,71.47,55.52,227.76,40.9,89.24,76.85,34.94,27.05,72.55,144.6,140.62,12.46,283.38,42.13,250.55,14.2,50.65,95.88,32.92
"619",98.22,40.99,25.57,184.44,238.9,6.36,21.88,41.98,212.02,14.32,14.32,116.64,37.73,71.87,56.64,223.15,42.21,89.21,77.12,34.97,27.16,72.83,143.2,144.13,12.76,285.87,42.3,248.05,14.41,50.65,95.31,32.6
"620",97.29,40,25.16,184.37,232.93,7.33,21.22,42.15,207.23,13.74,13.74,116.77,37.23,71.98,57.89,223.19,41.8,89.99,77.85,34.28,26.89,71.7,142.92,143.71,12.72,280.58,41.76,244.87,14.28,50.65,94.99,32.39
"621",97.1,39.42,25.55,182.96,237.66,7.5,21.5,42.49,211.03,13.96,13.96,117.32,37.69,71.01,58.39,226.79,42.57,92.08,77.49,34.6,27.4,73.28,143.52,142.96,12.96,280.15,42.1,250.44,14.11,50.84,96.74,32.59
"622",96.7,39.41,25.11,183.13,233.19,7.16,20.94,41.82,210.38,14.21,14.21,115.6,37.32,70.47,57.72,227.73,42.31,92.21,76.62,34.52,27.14,74.14,145.05,145.91,12.92,282.16,41.83,250.17,14.01,50.8,94.55,33.07
"623",95.68,39.5,25.28,183.04,230.59,7.17,20.05,41.87,213.17,14.11,14.11,114.94,36.92,69.61,55.99,227.21,42.02,93.48,77.68,34.65,27.33,74.32,142.92,147.2,13.13,276.29,41.79,250.34,14.3,50.45,94.98,32.88
"624",96.64,40.66,25.4,184.81,228.51,7.28,21.31,42.35,215.02,14.3,14.3,116.66,37.8,71.23,57.46,225.56,42.18,92.27,78.76,35.55,27,74.97,145.42,147.62,13.14,275.84,42.05,256.3,14.27,50.14,93.35,33.37
"625",96.2,41.24,26.22,187.56,235.01,7.21,21.77,42.58,216.93,14.45,14.45,117.8,37.93,71.43,58.23,223.89,42.28,93.04,80.56,36.47,26.97,73.33,150.23,147.83,13.3,275.81,42.29,260.66,14.28,50.6,93.89,34.49
"626",96.49,41.33,25.63,187.48,239.89,7.19,21.81,42.52,205.89,15.15,15.15,116.54,37.8,70.22,57.82,227.05,41.58,91.61,80.93,36.55,26.99,73.66,150.14,147.99,12.86,276.64,42.53,262.32,14.11,51.99,94.76,34.35
"627",96.78,41.38,25.47,186.89,236.6,7.83,21.81,41.8,207.02,15.47,15.47,117.1,37.89,70.17,58.08,230.64,41.41,92.78,79.59,36.04,26.9,74.76,151.05,147.25,12.82,278.08,42.58,259.77,14.3,51.73,95.16,34.63
"628",95.78,40.83,24.89,183.89,231.97,7.94,21.77,41.23,211.21,15.6,15.6,116.51,39.25,71.38,57.61,230.51,40.84,92.95,79.55,35.19,26.72,75.11,151.34,147.29,12.5,275.75,43.09,259.9,13.96,51.49,94.41,34.18
"629",94.55,40.65,24.52,182.39,221.63,7.91,22.82,41.37,206.63,16.08,16.08,116.96,38.73,71.25,57.35,239.03,40.65,94.35,80.12,34.64,26.9,72.54,154.36,147.17,12.1,276.04,42.59,261.64,13.73,51,95.07,33.77
"630",91.66,40.41,25.02,181.9,223.42,8.51,21.73,40.93,211.09,16.38,16.38,114.96,37.77,70.78,57.02,238.85,40.61,92.33,79.89,34.88,26.63,73.23,151.77,146.76,11.97,276.11,41.86,259.69,13.59,50.78,94.61,32.69
"631",91.9,40.18,25.02,181.24,222.39,8.6,22.42,41.8,212.63,16.76,16.76,114.68,37.43,70.56,58.37,235.08,40.68,93.87,80.27,33.97,27.14,71.66,148.32,146.08,11.84,280.83,41.5,258.33,13.56,50.48,93.24,33.2
"632",89.02,39.65,24.95,182.67,216.47,7.73,21.49,40.95,211.63,17.07,17.07,114.98,36.6,69.5,56.7,230.9,39.85,92.01,79.88,33.46,27.36,72.54,148.17,145.91,11.42,277.21,41.39,258.34,13.4,50.88,92.55,32.63
"633",87.49,40.43,24.99,182.53,224.03,7.5,20.51,40.9,214.01,16.13,16.13,116.15,37.39,69.09,56.45,230.85,40.71,91.98,80.82,34.64,27.62,74.48,149.85,142.66,11.56,279.71,41.34,252.54,13.35,49.81,93.73,32.79
"634",88.2,41.51,25.04,186,230.43,7.11,21.79,41.51,219.53,14.07,14.07,117.52,37.88,69.04,58.02,234.8,40.92,90.44,82.8,34.94,27.67,75.76,151.27,147.02,11.79,290.42,42.81,258.28,13.31,49.98,95.18,32.97
"635",87.38,41.42,24.71,183.54,222.72,7.51,21.93,41.99,220.01,13.38,13.38,115.28,38.44,69.99,56.68,237.17,40.75,91.56,82.88,34.73,27.33,76.35,149.68,146.9,11.88,288.39,42.95,258.23,13.52,50.74,95.6,34.14
"636",87.33,41.31,24.8,185.89,223.7,7.92,21.38,41.86,220.29,12.6,12.6,114.45,37.77,70.19,58.72,243.54,40.9,92.52,83.71,33.79,27.72,76.02,150.39,146.73,11.96,287.4,42.54,260.55,13.47,51.12,94.73,34.15
"637",88.25,41.72,25.23,190.22,226.88,8.06,22.04,42.27,224.32,12.79,12.79,117.81,37.76,71.62,58.84,248.87,41.56,94.06,83.73,34.26,27.91,76.06,153.45,146.94,12.24,288.34,43.47,262.79,14.09,52.75,95.12,35.86
"638",88.46,41.61,25.47,191.88,233.58,7.81,22.23,42.16,228.71,13.31,13.31,117.12,37.83,74.45,59.09,242.99,42.62,94.22,82.53,34.04,28.26,77.25,152.9,146.95,12.32,288.97,43.87,259.93,13.95,53.21,95.36,35.4
"639",89.78,42.03,25.87,186.98,239.08,8.04,22.63,41.76,229.05,13.19,13.19,116.58,39.05,76.31,60.98,247.86,43.45,93.97,82.14,34.16,27.81,80.4,150.72,148.37,12.84,290.57,43.98,262.17,13.96,53.19,95.66,35.85
"640",89.53,41.79,25.88,190.31,239.52,8.21,22.87,43.02,236.2,12.88,12.88,118.31,39.84,78.09,63.23,242.14,43.86,94.05,82.39,34.46,28,79.94,152.08,147.65,13,295.26,43.6,259.34,14.02,53.12,96.43,36.5
"641",89.6,41.48,26.5,189.68,249.88,8.33,23,45,239.19,13.18,13.18,118.8,38.93,79.42,65.03,251.52,45.28,94.41,83.34,34.24,28.37,79.89,153.71,147.73,12.91,326.34,44.25,260.98,13.95,53.59,97.08,36.16
"642",88.48,41.55,26.67,191.84,244.82,8.27,22.87,44.58,247.63,13.21,13.21,119.53,38.58,77.01,64.91,248.99,45.39,94.14,83.91,33.99,28.24,78.87,154.73,148,12.74,339,44.79,263.7,13.76,54.69,98.33,36.18
"643",88.23,41.67,26.79,191.55,247.42,8.36,23.5,44.68,242.1,12.71,12.71,118.21,38.66,77.94,64.76,248.78,44.53,93.3,84.86,33.8,28.65,78.34,155.61,149.29,12.81,328.88,44.34,263.43,13.78,55.01,97.75,36.37
"644",87.34,41.13,26.44,195.72,251.11,8.68,23.98,45,236.92,12.58,12.58,117.78,38.62,78.22,63.01,253.24,44.28,94.31,85.06,33.57,28.76,80.3,154.21,148.76,13.03,323.69,44.1,263.96,13.47,54.77,96.8,36
"645",88.16,41.64,27.15,197.49,249.43,8.64,23.96,44.55,236.54,12.77,12.77,118.28,38.5,78.92,63.12,248.33,43.52,93.34,86.03,33.09,28.81,77.46,155.62,149.25,12.73,322.53,44.05,262.64,13.55,54.37,100.12,35.02
"646",88.29,42.57,27.57,197.63,248.61,8.62,24.32,44.75,242.16,12.84,12.84,118.24,38.27,78.22,64.16,246.59,42.95,91.55,88,32.21,29.08,77.93,158.45,147.17,12.92,320.49,44.88,264.04,13.54,54.25,101.24,34.99
"647",88.61,42.27,27.55,200.2,248.03,8.59,23.87,45.15,242.17,12.98,12.98,119.05,38.65,77.33,63.24,245.28,43.06,91.79,88.15,32.45,28.81,78.54,158.29,146.56,12.81,315.23,45.05,264.23,13.83,54.8,101.55,35.51
"648",89.4,42.14,27.9,200.76,251.79,8.28,23.19,45.34,240.31,12.76,12.76,120.7,38.66,78.24,63.32,255.17,42.59,91.69,87.71,33.88,29.18,77.56,160.79,150.19,12.83,310.42,45.22,271.48,13.59,56.39,102.25,35.99
"649",87.88,42.62,27.41,203.39,246.9,8.26,23.02,45.33,240.95,12.53,12.53,120.83,39.18,79.52,65.17,248.65,41.8,92.82,88.06,33.77,29,75.44,162.82,150.68,12.57,306.64,45.86,267.39,13.35,56.11,101.8,35.05
"650",88.25,43.8,27.71,206.09,242.09,8.23,23.43,44.83,238.47,12.51,12.51,123.17,40.3,81.21,63.9,257.19,41.48,94.09,87.96,34.05,29.07,76.96,165.35,153.44,11.63,315.48,47.55,272.99,13.49,56.5,100.84,34.82
"651",94.38,43.94,28.01,203.3,248.7,8.65,23.23,44.32,240.41,12.54,12.54,123.19,39.84,80.62,63.53,250.48,41.78,94.16,90.91,34.43,29.31,75.44,166.15,145.52,11.61,324.05,47.34,262.38,13.6,56.49,101.97,34.94
"652",92.68,44.28,28.18,206.58,247.66,8.81,23.28,44.49,243.73,12.4,12.4,124.03,39.67,80.87,62.92,253.99,42.18,93.33,87.97,34.74,29.54,78.48,167.69,152.59,11.22,325.73,47.7,266.36,13.72,56,105.21,34.58
"653",93.22,43.3,28.21,208.94,246.83,9,21.95,43.74,238.46,12.33,12.33,124.25,39.71,79.7,63.5,254.82,41.73,87.7,89.89,34.54,29.55,76.95,168.11,150.77,10.85,324.9,46.92,262.76,13.4,56.01,106.05,34.5
"654",96.5,43.75,28.58,208.1,244.11,9.36,20.96,44.16,238.99,12.71,12.71,127.57,39.22,78.95,62.61,248.28,40.42,85.23,91.3,34.31,29.87,75.16,168.78,148.07,11.01,325.02,46.68,260.76,13.32,56.22,103.88,33.94
"655",97.31,43.5,29.57,208.06,222.19,7.13,20.27,44.43,232.65,12.32,12.32,128.88,39.6,80.25,59.82,246.11,39.82,85.85,90.85,33.76,29.85,74.01,167.5,147.29,10.8,320.75,46.61,256.35,13.65,56,102.14,34.07
"656",96.11,43.58,30.35,207.11,219.6,6.61,21.73,42.84,229.39,12.13,12.13,126.97,39.5,79.65,59.86,254.9,40.24,89.11,88.95,33.21,30.43,73.64,163.17,148.77,10.47,329.04,46.87,255.82,14,55.6,105.75,34.41
"657",98.63,45.23,30.4,214.66,220.92,6.86,22.07,43.25,228.35,12.05,12.05,127.88,40.75,78.41,58.57,255.39,40.36,90.68,93.65,34.48,30.24,75.99,167.35,151.58,10.52,340.27,48.49,263.42,13.81,55.28,104.36,35.46
"658",98.01,45.22,31.05,212.32,234.69,7.08,21.35,43.59,223.32,11.94,11.94,126.65,40.52,76.19,56.56,254.05,40.37,90.76,96.27,34.62,31.34,75.96,167.39,154.71,10.62,350.95,48.75,264.62,13.55,56,105.11,34.95
"659",97.28,43.95,31.57,215.79,228,6.76,20.79,43.69,227.67,11.45,11.45,127.55,40.78,76.7,57.3,255.99,39.92,87.27,94.74,34.33,31.77,77.39,166.82,157.49,10.69,352.34,47.09,264.83,13.65,56.19,104.92,34.75
"660",97.77,45.98,31.43,211.36,223.19,6.69,20.59,42.55,227.04,11.15,11.15,128.38,40.53,76.61,57.9,259.41,39.79,89.96,94.69,34.07,31.65,76.73,167.39,155.65,10.46,356.89,47.19,268.61,13.55,56.2,104.63,34.35
"661",96.31,45.84,31.52,210.02,219.52,6.29,20.14,41.79,226.37,11.12,11.12,126.58,40.37,76.89,57.01,253.54,39.49,89.25,91.79,33.83,32.09,74.55,162.29,154.36,10.03,353.82,46.91,259.49,13.28,57.07,102.48,34.31
"662",96.27,46.33,32.26,206.98,216.86,6.46,20.24,41.77,223.21,10.91,10.91,127.1,40.63,77.22,56.58,253.65,39.33,90.1,91.35,33.89,31.97,74.5,163.51,154.04,10.01,343.36,46.82,260.57,12.97,56.79,101.46,34.12
"663",96.65,46.4,31.79,206.07,215.79,6.26,19.87,41.19,227.21,10.78,10.78,127.14,41.01,74.74,58.08,251.95,39.05,89.02,91.59,33.68,32.47,74,163.18,156.24,9.91,347.35,48.14,261.1,12.98,56.64,104.39,33.71
"664",95.02,45.96,31.65,206.45,213.3,6.15,19.13,40.77,226.27,10.99,10.99,127.35,40.42,75.23,56.87,251.33,38.24,89.22,91.05,33.32,32.88,73.53,163.06,154.16,9.88,359.7,47.15,257.83,13.05,56.18,102.15,33.93
"665",93.06,45.99,31.27,208.81,204.81,6.04,19.02,40.44,226.35,10.91,10.91,126.2,40.65,74.68,57.05,257.4,38.08,89.74,89.87,32.63,32.69,73.51,160.78,154.59,9.35,362.02,46.9,258.92,12.72,55.74,103.48,33.77
"666",94.81,46.92,31.38,207.02,199.56,5.79,18.96,40.48,224.35,10.98,10.98,127.17,40.63,74.63,55.68,252.66,37.2,89.09,92.94,31.62,32.43,73.64,165.45,156.53,9.89,359.65,46.87,263.51,12.9,56.14,101.79,34.06
"667",97.09,46.46,32.13,203.5,202.54,6.01,18.96,42.11,217.09,11.03,11.03,126.98,40.56,73.67,55.22,256.56,37.93,88.27,93.54,31.98,32.31,75.54,162.06,158.2,9.95,354.46,47.18,260.22,13.45,58.5,102.1,34.52
