"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"244",82.82,29.37,29.74,172.63,310.04,23.46,34.33,42.12,131.01,32.26,32.26,129.4,32.15,58.02,73.78,106.62,38.06,70.46,81.71,30.61,23.74,64.81,110.61,65.62,15.49,381.93,34.36,152.64,12.53,40.5,72.98,30.83
"245",82.7,29.3,28.98,172.63,311.28,22.77,34.09,42.18,130.93,30.84,30.84,125.65,32.01,59.55,71.96,106.07,38.28,71,81.91,29.92,23.4,64.26,109.64,64.83,15.38,386.42,34.33,150.46,12.73,40.5,74.47,30.67
"246",82.56,28.91,27.62,171.79,312.88,21.52,33.36,41.71,130.58,30.59,30.59,124.12,31.09,58.53,69.66,105.97,36.89,71.89,81.45,29.35,22.97,62.13,109.62,64.84,15.19,378.1,32.82,147.23,12.43,40.8,73.7,30.02
"247",81.69,28.81,27.42,173.46,318.42,20.22,32.94,42.28,132.52,31.17,31.17,124.89,30.94,59.23,68.91,106.82,37.44,71.6,80.58,29.1,22.85,63.07,109.99,66.19,14.75,379.31,32.53,147.77,12.45,41.2,74.47,30.07
"248",83.4,29.65,29.09,175.13,330.9,21.08,33.32,42.49,133.36,32.17,32.17,130.17,32.93,63.05,69.84,107.04,38.17,71.18,83.1,29.81,23.43,66.63,112.01,66.58,15.21,384.58,33.46,149.01,12.51,41.75,75.02,31.16
"249",83.54,29.85,29.11,174.51,315.07,22.37,33.06,44.32,132.52,32.23,32.23,129.03,32.82,64.36,70.07,107.87,37.86,71.24,81.58,29.4,23,67.6,113.04,66.73,15.14,377.09,34.19,148.64,12.44,43.68,73.39,32.34
"250",84.49,30.35,29.96,175.93,318.3,22.32,33.74,44.6,136.83,32.59,32.59,132.59,33.17,66.91,70.37,106.93,39.03,71.67,81.91,30.12,23.58,68.47,118.2,66.86,15.41,386.2,34.86,154.28,12.64,45.47,75.47,33.52
"251",83.54,30.02,30.33,174.73,332.14,22.18,34.37,46.42,142.39,32.12,32.12,132.55,34.41,69.6,74.78,105.67,39.09,74.61,84.26,31.82,23.5,68.57,117.15,68.45,15.84,387.65,35.71,156.89,12.71,46.14,76.09,34.56
"252",82.15,30.08,30.29,177.43,322.13,21.58,33.97,44.92,137.58,32.15,32.15,131.19,34.47,66.31,72.38,107.86,38.44,75.25,82.87,32,23.51,67.61,116.82,69.2,15.65,389.27,35.09,157.04,12.94,47.6,76.06,34.15
"253",83.03,30.8,30.16,176.88,320.92,21.96,34.3,45.17,137.35,32.6,32.6,133.79,34.55,66.5,71.14,107.23,39.01,74.56,83.24,31.99,23.63,68.93,117.99,69.22,15.8,393.32,34.99,158.27,12.43,47.5,76.74,33.78
"254",85.52,31.4,29.8,176.55,319.12,21.8,34.2,44.84,137.36,32.15,32.15,133.26,33.96,64.25,70.77,106.55,38.63,74.68,84.29,32.27,23.38,68.61,119.29,70.55,15.56,393.49,34.75,158.99,12.24,46.87,77.14,32.93
"255",85.46,30.98,31.13,175,328.87,21.46,33.97,45.46,139.14,32.56,32.56,133.97,33.74,66.01,71.37,105.46,39.43,75.04,84.78,33.24,23.82,68.57,122.05,70.28,15.5,405.39,34.61,159.76,12.06,47.49,78.08,33.01
"256",85.98,30.91,31.3,176.3,331.67,21.67,34.28,45.26,141.58,33.18,33.18,137.02,34.09,66.38,72.51,107.63,40.45,77,85.98,33.18,23.89,68.75,121.64,71.87,15.25,401.57,35.33,160,12.01,47.5,77.36,33.01
"257",87.07,30.98,31.99,176.08,341.2,21.71,33.87,46.2,142.92,33.57,33.57,137.38,34.31,67.56,72.53,107.99,41.23,75.66,87.83,33.6,23.86,68.69,121.61,71.71,15.26,402.58,35.24,160.13,12.28,47.9,77.98,33.02
"258",88.08,30.61,30.76,178.5,323.41,21.8,34.1,46.55,140.49,33.16,33.16,136.33,34.34,67.95,72.9,107.8,40.8,74.98,85.67,32.99,23.62,68.72,121.16,71.55,15.31,402.89,35.37,164.36,12.61,47.97,76.41,33.54
"259",90.22,30.48,31.08,179.02,323.89,21.55,33.98,46.16,141.55,32.93,32.93,137.96,34.46,68.91,71.45,108.61,41.76,75.76,86.49,33.96,23.63,68.44,121.66,72.31,15.8,401.68,35.46,164.53,12.76,47.72,75.13,33.9
"260",89.45,30.1,31.09,178.27,315.85,20.78,33.97,46.1,139.95,32.39,32.39,134.31,34.92,68.17,69.47,108.5,41.53,73.95,84.83,33.59,23.15,68.39,119.76,72.22,15.76,397.82,35.42,162.25,12.83,47.87,75.55,33.25
"261",88.3,30.73,30.98,180.05,318.44,21.87,33.86,45.85,140.72,32.13,32.13,132.27,35.81,68.01,70.2,108.67,40.84,75.65,84.75,33.48,23.2,68.6,118.34,71.66,16.3,395.48,35.34,159.06,12.82,48,76,33.4
"262",86.23,31.22,31.07,180.03,322.64,22.02,33.75,46.67,140.95,31.98,31.98,134.39,36.02,66.32,70.84,109.55,41.19,75.11,85.62,33.93,22.77,69.81,118.79,71.5,15.92,389.85,35.83,156.16,12.82,47.99,76.6,33.33
"263",86.45,32.38,31.6,181.39,327.01,21.88,33.8,47.6,142.51,32.38,32.38,138.9,35.32,66.18,71.73,110.44,41.59,75.92,85.8,34.42,22.86,69.19,121.81,71.22,15.99,384.05,36.23,161.79,12.68,48,76.43,33.58
"264",87.41,32.81,30.75,181.06,327.89,22,33.2,47.54,142.37,32.52,32.52,139.34,35.4,67.69,71.68,109.26,41.96,75.55,84.54,34.36,22.6,68.05,121.35,70.27,15.95,385.41,36.34,160.35,12.68,47.79,77.77,34
"265",85.51,32.21,30.05,182.03,328.88,21.32,32.87,47.24,141,32.79,32.79,141.69,35.55,66.11,73.1,108.88,41.42,73.17,83.52,34.34,22.45,68.52,120.76,71,15.71,373.75,35.47,160.62,12.42,46.82,77.9,33.58
"266",84.98,32.09,30.29,180.9,328.71,21.51,32.68,46.85,142.76,32.1,32.1,140.35,35.39,64.51,72.99,108.01,41.38,73.13,83.7,34.91,22.72,68.18,120.6,71.38,15.52,378.51,35.98,161.05,12.39,47.1,78.05,33.66
"267",84.65,32.71,30.36,178.81,321.26,21.6,32.77,47.74,140.27,32.47,32.47,142.28,35.7,66.38,73.5,108.1,40.11,75.08,85.15,34.48,22.73,69.57,120.9,71.88,15.47,376.45,35.95,163.07,12.48,46.84,79.88,34.32
"268",85.37,32.54,31.31,179.36,316.45,21.41,33.07,48.28,136.97,31.53,31.53,141.55,34.75,66.85,73.08,105.96,40.25,74.5,85.01,34.53,22.1,69.55,120.9,71.3,15.4,377.22,35.51,164.75,12.4,46.85,81.36,34.67
"269",86.25,33.4,30.78,178.98,325.23,21.6,34.04,48.99,136.76,31.64,31.64,146.51,35.37,69.23,73.15,107.41,41.16,75.79,86.03,35.29,22.22,69.82,124.08,72.88,15.75,373.86,35.97,165.24,12.24,46.85,81.81,33.98
"270",86.08,33.46,30.88,179.58,319.8,21.68,34.21,49.12,137.08,31.55,31.55,145.19,34.87,68.77,73.8,109.1,40.3,74.61,85.98,34.99,22.31,68.67,123.63,72.19,15.72,372.86,35.72,164.12,12.06,47,81.65,33.7
"271",85.05,33,30.95,180.94,315.84,21.57,33.57,48.73,134.72,31.08,31.08,143.87,34.3,68.01,72.4,109.24,39.98,75.06,86.13,35.47,22,66.9,121.18,72.79,15.62,370.26,36.37,162.97,12.19,47.1,82.62,33.66
"272",85.15,32.55,30.87,178.8,313.43,21.33,33.89,48,134.9,30.7,30.7,143.52,33.94,69.1,72.34,109.28,39.21,73.88,85.31,35.36,21.65,66.4,119.5,74.28,15.77,370.2,37.32,164.69,12.24,46.85,81.63,33.34
"273",85.55,32.9,30.62,183.06,314.85,21.43,33.86,48.59,134.34,31.62,31.62,143.28,34.05,68.22,72.65,116.1,39.12,73.99,84.63,35.43,21.78,67.27,120.34,74.28,15.63,368.02,38.1,164.02,12.29,46.78,81.07,33.52
"274",84.39,32.98,29.52,182.04,305.16,21.18,34.19,48.65,132.6,31.62,31.62,141.19,33.82,68.22,72.45,115.08,38.79,73.55,83.76,35.33,21.15,66.42,119.22,74.73,15.68,359.48,37.19,162.91,12.36,46.52,80.37,34.08
"275",84.32,32.41,29.83,179.7,303.62,22.19,34.51,47.8,136.09,32.13,32.13,140.69,33.17,68.43,72.06,115,39.01,73.81,84.48,35.73,21.04,66.31,118.92,73.53,15.4,370.05,37.08,162.13,12.34,46,81.13,34.34
"276",85.55,32.72,30.31,180.96,310.88,23.74,34.7,49.13,136.15,32.12,32.12,144.23,32.97,69.21,72.81,116.03,39.83,75.09,86.85,34.4,21.57,67.98,119.56,74.23,15.76,370.45,37.89,162.09,12.54,46.68,81.31,34.96
"277",85.82,33.08,31.11,182.86,304.53,23.5,34.73,48.69,134.73,33.16,33.16,146.14,33.37,68.12,69.9,115.58,39.29,75.61,86.73,33.46,22.92,66.5,119.39,74.02,16.09,375.89,36.14,160.08,12.49,46.74,83.36,34.45
"278",85.51,32.24,32.16,182.15,307.38,24.03,35.48,48.26,135.98,32.95,32.95,148.15,33.82,71.05,72.29,117.78,39.32,75.1,90.31,34.9,23.06,67.79,121.31,75.25,16.23,365.89,35.18,162.41,12.45,46.5,82.97,34.37
"279",85.79,32.36,31.73,181.85,310.26,24.35,35.38,48.53,135.46,33.33,33.33,147.47,33.71,73.63,72.93,118.33,39.88,75.11,90.01,34.82,23.21,67.84,120.53,75.29,16.22,363.47,35.54,162.42,12.54,45.99,82.01,34.72
"280",86.94,32.94,31.86,181.96,314.47,24.22,35.39,49.61,137.25,33.59,33.59,149.55,33.91,74.02,74.69,122.34,40.19,74.69,90.26,34.96,23.06,68.87,123.41,76.96,16.11,369.23,36.14,164.05,12.64,44.75,81.6,35.66
"281",86.07,33.33,32.79,183.03,313.24,24.18,35.91,51.41,138.94,34.23,34.23,153.05,34.38,73.3,75.11,124.47,40.8,77.18,90.76,35.39,23.25,68.46,126.89,77.73,16.14,372.56,35.96,165.48,12.49,44.1,83.17,36.48
"282",85.46,33.4,33.02,183.04,315.13,23.82,35.02,50.36,140.66,33.66,33.66,152.66,34.37,72.17,72.14,125.7,40.51,76.08,91.02,35.35,23.06,69.1,126.8,77.13,16.14,368.11,35.65,161.82,12.41,43.8,82.49,36.53
"283",85.78,33.47,33.21,183.34,314.93,23.95,35.44,50.43,140.8,34.42,34.42,153.55,34.07,72.14,72.78,129.42,40.76,76.09,91.74,35.77,22.89,68.47,127.56,76.91,15.64,371.54,35.25,163.51,12.27,43.6,82.59,36.62
"284",87.08,33.48,33.77,183.88,317.18,24.41,35.41,50.58,139.56,34.76,34.76,155.68,34.8,71.96,73.45,133.24,41.76,76.98,92.34,35.58,23.33,69.66,128.19,77.08,15.87,369.07,36.09,164.49,12.48,43.99,82.64,36.99
"285",87.52,33.15,34.79,184.49,316.4,24.68,35.38,52,141.11,34.09,34.09,156.44,34.52,72.05,73.66,133.15,41.51,77.08,92.57,36.05,23.12,69.77,129.52,77.72,15.95,369.08,36.33,164.8,12.5,44,82.6,37.23
"286",86.17,33.31,34.4,181.62,320.07,24.39,34.52,52.65,143.22,33.91,33.91,156.98,35.21,71.98,74.13,127.05,42.41,76.48,92.19,36.2,23.01,69.75,128.4,77.72,15.63,367.63,36.74,164.58,12.57,45.15,82.45,36.99
"287",85.19,33.08,34.15,180.22,315.48,24.14,35.21,51.27,142.02,33.19,33.19,152.47,34.77,70.43,71.29,121.64,42.1,74.98,90.32,35.04,22.43,67.79,126.07,77.21,15.48,365.36,36.06,163.26,12.4,45.04,83.03,36.45
"288",86.6,32.98,34.89,179.85,318.98,23.89,34.87,51.47,142.91,33.21,33.21,154.05,34.98,70.18,71.32,124.2,42.35,74.99,91.19,35.4,22.7,68.65,127.07,78.25,15.63,358.61,36.44,164.27,12.55,44.51,83.1,36.7
"289",87.01,32.8,35.46,180.04,325.19,24.14,34.71,52.62,144,33.42,33.42,152.74,36.23,69.76,70.68,125.65,42.65,75.01,92.84,35.26,22.98,67.59,126.51,79.23,15.56,359.67,36.88,164.19,12.05,44.29,84.32,37.36
"290",86.14,33.04,36.08,179.8,320.56,24.07,34.88,52.37,142.85,33.6,33.6,152.1,35.56,70.36,71.01,126.81,41.67,74.62,92.96,35.34,22.83,67.97,126.02,76.66,15.52,351.66,37.18,164.04,12.27,44.55,84.54,36.96
"291",85.55,32.68,36.54,177.33,318.57,25.23,35.61,52.08,143.66,33.74,33.74,151.13,35.61,71.08,70.81,127.61,42.01,74.96,92.81,35.03,22.55,68.23,125.79,76.97,15.62,348.74,37.6,165.98,12.38,44.63,84.12,36.7
"292",86.25,32.98,36.16,177.07,317.17,25.79,35.78,52.06,144.17,33.78,33.78,150.88,35.12,71.6,70.96,129,42.57,74.99,93.36,35.14,22.38,67.77,125.39,77.57,15.72,347.79,37.33,168.32,12.38,44.44,83.59,36.78
"293",85.62,33,35.63,175.28,320.09,25.49,35.94,53.51,144.65,33.83,33.83,149.7,35.15,71.28,70.52,130.1,43.99,74.8,93.75,34.87,22.24,67.84,124.64,78.29,15.86,346.88,37.27,168.01,12.16,44.75,83.68,36.99
"294",85.67,32.74,35.43,176.34,321.1,25.61,35.5,53.75,144.26,33.97,33.97,151.52,34.81,71.15,70.13,130.83,43.98,74.67,93.29,35.14,22.4,68.33,125.77,77.31,15.96,348.45,37.69,167.92,12.23,44.8,84.1,37
"295",85.3,32.9,35.3,178.66,316.67,25.79,35.2,53.01,143.11,33.55,33.55,149.98,34.61,71.1,70.2,133.16,43.8,74.96,95.2,35.13,22.57,67.74,124.52,78.19,16.03,346.18,37.83,167.69,12.14,44.93,83.59,36.95
"296",87.14,32.21,34.84,179.99,318.79,25.78,35.89,53.02,145.28,32.88,32.88,151.71,34.86,70.62,71.06,132.57,43.27,74.95,94.7,35.87,22.9,67.58,123.65,78.21,16.16,335.97,37.73,165.82,12.2,45.1,83.7,36.88
"297",88,32.61,34.61,178.9,321.9,25.82,36.25,52.58,146.47,33.23,33.23,150.19,34.68,70.43,72.65,130.8,43.66,74.89,95.03,36.18,22.77,67.42,124.14,77.2,16.13,340.73,37.69,166.02,12.11,45.15,83.07,36.78
"298",86.85,32.75,34.19,179.79,311.08,26.06,35.69,51.09,145.31,32.81,32.81,147.92,33.73,70.8,73.05,135.32,42.34,74.92,92.98,35.23,22.78,66.73,122.04,77.14,15.92,339.82,37.2,165.71,11.8,45.15,83.71,35.98
"299",87.96,33.29,34.96,179.03,313.01,25.89,35.4,52.2,145.26,32.99,32.99,150.59,34.26,70.18,72.98,135.95,43.03,75.16,94.93,35.73,22.88,67.17,123.83,78.92,16.07,337.82,37.68,167.06,11.98,44.4,84.35,36.79
"300",87.35,33.94,35.09,178.96,317.6,25.71,36.39,52.77,147.86,32.47,32.47,150.54,34.37,70.3,74.43,139.11,43.14,75.23,93.62,36.14,23.39,67.04,125.44,79,16.1,337.43,37.88,166.52,12.09,44.97,84.18,36.95
"301",87.62,34.09,34.11,176.74,315.93,25.49,35.96,52.74,146.27,33.91,33.91,149.34,34.67,70.64,73.61,140.3,42.68,74.92,93,35.9,23.5,66.83,125.29,79.16,15.99,334.18,37.41,166.47,11.96,44.95,85.25,36.99
"302",86.99,34.65,34.26,176.25,317.57,26.34,36.61,53.7,146.77,34.21,34.21,147.25,34.8,70.3,73.26,138.56,42.54,74.8,93.2,35.79,23.65,67.06,125.57,80.25,15.99,336.79,37.24,166.62,12.23,44.8,86.35,37.29
"303",89.09,35.3,34.38,177.15,317.39,26.34,36.34,53.75,147.64,34.49,34.49,149.28,35.81,70.99,73.29,143.79,43.36,75.7,93.65,35.97,24.5,67.93,126.22,83.66,16.23,343.55,37.47,169.79,12.49,45.14,87,37.99
"304",90.74,35.1,34.72,176.55,321.61,26.95,37.71,54,147.39,33.71,33.71,151.19,35.82,70.57,74.72,146.75,43.32,76.36,93.76,36.19,24.51,68.27,126.64,82.55,16.4,343.24,37.77,169.78,12.57,45.5,89.17,38.19
"305",88.87,35.36,34.4,177.26,323.73,26.55,37.61,54.2,151.59,34.06,34.06,150.32,36.18,70.27,74.13,147.47,42.81,75.79,94.99,36.84,24.97,68.92,125.12,82.98,16.94,342.17,38.59,170.12,12.53,45.51,90.11,37.83
"306",88.88,35.1,34.16,177.35,316.52,26.56,37.64,53.89,152.7,34.44,34.44,150.08,36.24,69.45,73.74,150.06,42.38,75.09,94.93,37.33,24.93,69.1,125.69,83.09,16.74,343.09,39.09,169.84,12.49,45.55,90.36,37.43
"307",87.79,34.98,33.53,176.99,318.34,26.18,38.39,53.64,151.6,34.96,34.96,148.02,36.26,70.08,73.76,149.33,42,74.98,94.86,37.08,24.77,69.3,124.14,83.13,16.48,344.06,38.92,169.93,12.3,47.3,90.09,37.29
"308",89.46,34.96,33.78,173.28,316.16,26.18,37.65,52.78,151.61,34.47,34.47,144.9,35.65,70.32,73.71,147.39,41.55,75.45,94.03,36.65,24.41,66.59,124.05,82.54,16.43,349.22,38.51,169.53,12.33,48.42,88.5,36.98
"309",90.26,35.27,34.47,170.22,318.36,26.32,38.92,53.66,156.54,35.56,35.56,144.16,35.69,69.58,73.75,147.29,42.11,73.98,94.09,37.6,24.24,68.24,123.13,85.16,16.49,345.52,39.32,169.78,12.24,48.4,88.83,36.53
"310",89.31,35.17,34.6,174.85,317.11,26.39,39.62,54.05,153.84,35.62,35.62,142.99,35.94,70.2,73.47,149.74,42.48,73.93,94.59,37.76,24.36,67.54,122.56,86.6,16.48,344.45,39.25,171.37,12.23,47.83,88.88,36.49
"311",88.79,35.08,34.83,178.12,319.6,26.33,39.08,54.15,155.12,35.56,35.56,142.74,36.32,70.55,73.75,152.94,43.24,73.93,95.11,38.09,25.03,69.01,124.35,86.75,16.63,349.4,39.36,170.23,12.11,47.5,88.59,37.2
"312",89.86,34.71,34.57,180.03,329.68,26.63,39.39,54.17,153.62,35.62,35.62,143.37,36.34,71.75,73.34,151.47,43.1,74.64,96.04,39.11,24.88,68.27,125.35,86.84,16.83,348.85,39.33,169.43,12.12,47.78,87.12,37.09
"313",88.59,34.96,34.09,179.65,326.85,27.02,38.73,54.8,156.68,35.79,35.79,143.48,35.99,72.55,73.93,149.48,43.1,74.61,96.11,40.03,25.02,69.67,123.21,86.73,16.67,349.02,39.7,171,12.08,47.95,86.79,37.71
"314",90.08,34.9,34.51,179.55,332.61,27.06,39.47,54.61,157.4,35.54,35.54,144.97,35.53,71.22,74.73,151.49,43.39,76.94,95.64,39.73,24.75,69.02,123.27,86.85,16.63,349.2,39.88,171.73,12.09,47.95,87.85,37.21
"315",90.75,34.64,34.49,179.96,331.59,26.69,38.87,54.41,156.59,35.86,35.86,144.76,35.11,73.34,77.61,151.74,43.11,78.7,95.62,39.7,24.86,69.4,122.96,86.59,16.53,348.19,39.5,170.59,12.24,47.11,88.91,36.61
"316",90.88,34.55,34.25,178.25,327.52,26.88,38.81,53.94,152.72,35.48,35.48,147.47,35.19,73.99,75.76,151.22,43.1,77.94,95.57,39.2,25.15,68.84,124.3,87.6,16.45,348.22,38.72,171.08,12.26,46.8,87.9,36.48
"317",91.15,34.58,34.17,175.41,324.18,25.92,38.53,54.62,152.48,35.29,35.29,148.41,35.62,73.4,75.88,155.09,42.62,76.82,94.32,38.51,24.57,68.53,122.76,84.9,16.54,344.82,38.08,170.9,12.18,47.59,86.76,36.16
"318",89.54,34.34,34.36,173.29,322.96,25.55,38.65,53.63,152.99,35.26,35.26,148.01,35.4,72.82,73.98,151.7,42.01,77.33,92.09,38.47,24.7,68.25,122.76,83.25,16.45,340.11,38.08,166.37,12.62,46.86,86.35,35.54
"319",89.01,34.7,34.44,173.34,324.41,25.24,39.81,53.68,153.61,35.19,35.19,147.18,35.63,71.98,73.34,155.25,43.23,76.76,92.79,38.48,25,67.48,121.59,85.49,16.52,345.16,38.07,164.95,12.77,47.4,87.91,35.91
"320",90.67,34.75,34.71,176.89,327.26,25.14,39.48,53.03,153.11,36.4,36.4,145.34,35.82,72.05,73.46,155,43.45,76.94,92.1,38.12,25.77,69.13,121.13,84.26,16.71,343.7,38.29,164.07,12.8,47.07,89.61,36.17
"321",91.59,35.18,34.59,178.93,332.96,25.45,40.03,53.37,152.86,36.34,36.34,147.36,35.64,72.54,73.73,155.65,44.09,76.6,93.35,38.49,26.25,68.9,123.26,85.99,16.89,342.42,39.01,165.02,12.81,47.6,89.42,36.64
"322",92.68,35.19,35.38,179.01,331.59,25.71,40.6,53.78,154.04,36,36,149.82,35.8,74.39,74.62,155.48,44.83,78.03,94.61,38.7,26.72,69,125.13,86.68,16.99,341.99,39.34,166.67,12.85,47.69,89.45,37.12
"323",91.94,34.66,35.48,178.36,333.31,25.5,40.17,54.03,154.87,36.03,36.03,149.3,35.67,74.15,75.63,156.48,44.94,78.01,94.2,38.52,27.41,69.23,124.84,86.18,17,343.94,39.48,167.36,12.75,47.74,89.6,37.02
"324",92.32,34.47,35.28,178.86,331.92,25.18,41.12,53.04,151.26,36.38,36.38,149.99,35.95,74.61,76.03,155,44.89,77.47,93.33,38.63,28.03,68.66,123.75,87.34,16.87,343.9,39.87,165.84,12.81,47.6,89.29,37.02
"325",89.69,34.72,35.57,177.41,341.47,25.15,40.86,53.53,150.56,37.02,37.02,148.84,35.64,74.16,74.41,153.02,45.76,77.9,93.82,38.59,28.32,70.41,123.69,86.49,16.73,341.16,39.85,165.74,12.79,47.63,89.92,37.11
"326",88.98,33.98,35.09,179.4,342.02,25.06,42.87,53.28,150.14,36.33,36.33,148.83,34.69,73.89,73.68,153.57,45.72,78.13,92.12,38.84,28.01,72.3,122.33,85.34,16.71,339.49,39.42,162.78,13.98,48,89.63,36.36
"327",89.06,33.34,34.98,177.91,353.9,25.02,40.82,53.23,149.99,36.02,36.02,149.92,34.06,73.51,74.02,154,45.52,78.03,91.36,38.54,27.88,71.89,121.74,83.38,16.67,339.29,39.86,161.37,13.86,48.1,88.77,36.7
"328",90.15,33.32,34.53,179.72,343.3,25.29,41,53.2,148.9,36.13,36.13,148.42,34.21,73.54,73.65,151.42,44.8,77.99,90.63,38.32,26.81,73.5,121.11,84.67,16.5,338,40.52,163.02,14.16,47.84,88.05,36.44
"329",90.61,33.98,34.2,180.23,346.81,25.26,41.33,54.14,150.68,36.33,36.33,149.52,34.3,75.74,74.58,154.93,45.54,78.08,91.24,38.81,27.16,72.7,123.35,85.96,16.68,337.95,40.97,164.44,14.3,47.93,90.1,37.11
"330",90.43,33.96,34.28,183.24,342.59,25.15,41.2,54.32,148.84,36.57,36.57,149.03,33.54,75.02,75.58,155.01,44.96,78.04,90.71,38.72,26.75,73.08,123.42,86.68,16.49,338.27,40.93,163.55,14.57,47.7,88.5,37.16
"331",90.45,33.35,33.9,178.38,335.99,24.9,41.06,53.98,147.18,36,36,151.08,33.45,75.13,75.79,153,45.43,78.02,90.82,38.78,26.51,73.48,125.54,86.94,16.49,335.35,41.05,163.2,14.76,47.17,88.55,36.37
"332",90.99,33.79,33.84,179.78,339.25,24.1,40.74,54.18,143.86,36.4,36.4,149.97,32.96,75,74.41,152.76,44.75,77.37,91.7,38.24,26.65,72.82,125.24,87.67,16.18,335.23,40.97,162.86,14.73,47.05,90.3,36.24
"333",92.63,33.89,33.96,179.11,346.82,24.09,40.87,54.43,147.59,36.12,36.12,151.05,33.03,74.97,74.42,151.41,45.13,76.64,92.46,38.31,27.49,73.21,126.73,89.68,16.51,335.9,41.45,166.33,14.68,46.7,92.91,36.76
"334",91.51,33.92,34.34,181.03,347,24,41.23,54.06,149.18,36.64,36.64,150.44,32.68,76.77,74.31,153.53,45.91,76.55,91.96,38.26,27.61,73.63,127.32,89.35,16.3,338.65,41.56,165.87,14.3,47.15,93.1,37.38
"335",90.33,34.16,34.06,181.08,338.59,24.08,40.8,53.36,149.39,36,36,149.79,33.05,77.66,73.87,154.89,46.37,77.72,91.88,37.69,27.99,75.2,127.42,89.25,16.3,337.66,41.16,163.96,14.6,47,93.01,37.81
"336",88.76,34.05,34.41,181.57,340.85,24.34,41.1,52.48,148.65,35.87,35.87,149.8,32.61,77.08,73.71,156.6,47.22,77.43,91.12,37.84,28.09,74.69,127.97,89.23,16.26,333.96,41,164.13,14.62,46.62,93.75,37.41
"337",88.8,34.41,35.27,182.08,346.51,24.68,41.89,53.05,148.25,35.9,35.9,150.21,33.2,75.88,75.45,150.6,46.71,78.8,91.16,38.67,28.49,74.09,129.65,89.83,16.19,335.56,41.56,165.33,14.72,46.49,93.08,37.77
"338",90.62,34.87,35.68,183.8,346.83,24.67,40.64,53.75,147.99,35.84,35.84,148.01,33.75,76,74.89,144.55,47.26,79.9,90.08,39.06,28.51,74.85,125.26,88.68,16.18,336.73,42.23,165.27,14.74,46.41,93.24,37.75
"339",91.76,34.78,36.3,182.22,348.89,24.46,40.28,54.37,150.87,36.05,36.05,149.05,34.28,74.52,75.87,144.11,47.58,78.56,90.6,39.8,28.09,75.08,124.32,87.9,16.01,336.41,42.96,164.19,14.86,46.5,94.33,37.99
"340",91.98,34.38,36.34,183.73,347.99,24.23,40.17,54.6,149.32,35.98,35.98,147.38,33.74,74.92,75.22,144.96,47.74,77.47,90.35,41,28.22,75.2,123.96,88.22,16,342.16,42.21,165.2,14.85,46.69,94.54,37.68
"341",93.73,33.75,36.64,179.3,337.28,24.06,39.01,53.97,147.51,35.52,35.52,144.97,33.29,74.81,74.38,145.3,48.02,77.03,89.3,40.4,27.18,74.62,123.99,88.35,16.07,342.72,41.07,167.71,14.87,46.44,93.88,36.98
"342",94.26,32.8,35.09,178.26,330.4,23.41,38.39,52.9,147.16,35.34,35.34,141.23,32.98,74.6,73.98,144.68,46.97,74.97,87.86,40.26,26.65,74.74,124.35,86.65,15.94,341.85,40.61,164.44,14.8,46.27,93.27,36.13
"343",94.08,33.56,35.98,174.85,336.17,22.96,39.41,51.97,149.86,35.14,35.14,143.84,33.27,74.72,73.64,148.17,47.36,74.56,89.9,41.1,26.02,74.66,123.84,86.82,15.83,342.77,40.62,163.46,14.66,46.2,94.25,36.68
"344",95.73,34.33,36.01,176.77,345.19,23.29,39.92,53.04,151.05,35.44,35.44,144.62,33.07,74.62,73.53,145.94,47.74,74.23,91.9,42,27.97,75.38,126.17,86.85,15.93,340.39,41.66,164.55,14.87,45.8,93.55,36.99
"345",94.73,33.49,36.23,178.05,342.3,23.8,40.17,54.38,149.74,35.6,35.6,144.96,33.53,73.4,73.2,146.87,49.24,74.73,91.97,41.77,27.78,75.87,125.73,86.02,15.96,345.28,41.97,164.17,14.63,46,95.41,36.73
"346",93.87,34.27,36.12,171.93,343.65,23.65,40.26,56.48,147.99,35.61,35.61,145.18,33.56,74.62,72.95,148.35,48.26,74.62,92.49,40.8,27.38,75.49,125.19,87.89,15.97,346,41.52,164.86,14.63,45.7,94.25,36.58
"347",92.12,34.35,36.28,176.78,352.48,23.65,40.85,56.54,146.72,35.08,35.08,144.39,33.57,75.12,73.45,146.41,48.23,74.93,91.9,41.51,27.56,75.75,124,86.29,15.9,353.73,41.17,165.96,14.24,44.25,93.64,36.41
"348",91.6,34.08,35.75,177.39,364.17,23.57,40.11,55.99,145.23,35.08,35.08,144.23,33.43,75.57,73.23,144.94,47.49,74.78,91,41.45,27.93,75.36,123.08,86.93,16.16,353.12,41.7,165.35,14.46,44.2,93.58,36.34
"349",94.22,34.19,36.33,179.01,370.13,23.56,40.4,56.23,146.91,35.3,35.3,145.08,33.2,74.85,73.4,145.69,48.15,75.05,92.39,42.23,28.91,76.31,125.27,88.43,16.16,354.83,42.32,169.21,14.73,44.25,93.51,36.64
